Title,Director,Cast,Genre,year,Notes,Notes/Music,Music
Asmaan Se Ooncha,Mehul Kumar,"Jeetendra, Sonam, Govinda, Anita Raj, Raj Babbar",Drama,1989,,,
Awara Zindagi,A. A. Darpan,"Raj Kiran, Jagdish Raj, Kader Khan",,1989,,,
Babul,,,,1989,,,
Bade Ghar Ki Beti,Kalpataru,"Meenakshi Seshadri, Rishi Kapoor, Shammi Kapoor, Raj Kiran, Gulshan Grover, Kader Khan",Drama,1989,,,
Bahurani,Manik Chatterjee,"Rekha, Rakesh Roshan, Utpal Dutt, Deven Verma, Rakesh Bedi",Drama,1989,,,
Bandook Dahej Ke Seenay Par,Ramgopal Gupta,"Sadashiv Amrapurkar, Sonika Gill, Gulshan Grover",,1989,,,
Batwara,J.P. Dutta,"Dharmendra, Vinod Khanna, Dimple Kapadia, Amrita Singh, Poonam Dhillon, Shammi Kapoor, Mohsin Khan, Amrish Puri","Drama, Action",1989,,,
Bhrashtachar,Ramesh Sippy,"Mithun Chakraborty, Rekha, Rajnikanth, Shilpa Shirodkar, Abhinav Chaturvedi, Anupam kher, Raza Murad","Drama, Action",1989,,,
Billoo Badshah,Sisir Misra,"Govinda, Neelam Kothari, Anita Raj, Shatrughan Sinha, Kader Khan",,1989,,,
ChaalBaaz,Pankaj Parashar,"Sridevi, Rajnikanth, Sunny Deol, Anupam Kher","Romance, Comedy",1989,,,
Chaalu Pe Chaalu,,,,1989,,,
Chahungi Tujhe Bar Bar,,,,1989,,,
Chandni,Yash Chopra,"Vinod Khanna, Rishi Kapoor, Sridevi, Waheeda Rehman, Sushma Seth, Anupam Kher, Juhi Chawla",Romance,1989,,,
Charana,,,,1989,,,
Chingari,Ram Maheshwari,"Sanjay Khan, Leena Chandavarkar, Pran, Shatrughan Sinha, Tiwari",Drama,1989,,,
Clerk,Manoj Kumar,"Manoj Kumar, Mohammed Ali, Shashi Kapoor, Rekha",Drama,1989,,,
Daata,Sultan Ahmed,"Mithun Chakravorty. Shammi Kapoor, Padmini Kolhapure, Suresh Oberoi, Amrish Puri",Action,1989,,,
Daddy,Mahesh Bhatt,"Pooja Bhatt, Anupam Kher, Manohar Singh, Raj Zutshi",Drama,1989,,,
Dana Paani,Deven Verma,"Ashok Kumar, Mithun Chakraborty, Padmini Kolhapure, Nirupa Roy, Sadashiv Amrapurkar, Aruna Irani, Shafi Inamdar",Drama,1989,,,
Dav Pech,Kawal Sharma,"Jeetendra, Bhanupriya, Prem Chopra, Shakti Kapoor",Drama,1989,,,
Deep[disambiguation needed],Raj Babbar,"Deepti Naval, Kanwaljeet",,1989,,,
Desh Ke Dushman,Swaroop Kumar,"Raaj Kumar, Hema Malini, Aditya Pancholi, Mandakini, Sadashiv Amrapurkar, Bob Christo, Prema Narayan, Navin Nischol",,1989,,,
Dil Lagake Dekho,,,,1989,,,
Do Qaidi,Ajay Kashyap,"Govinda, Sanjay Dutt, Farah, Neelam Kothari, Amrish Puri, Gulshan Grover",,1989,,,
Eeshwar,K. Vishwanath,"Anil Kapoor, Vijayshanti, Saeed Jaffrey, Sadashiv Amrapurkar",Drama,1989,,,
Gair Kanooni,Prayag Raj,"Sridevi, Govinda, Rajinikanth, Kimi Katkar, Shashi Kapoor, Kader Khan",Action,1989,,,
Gawahi,Anant Balani,"Shekhar Kapur, Zeenat Aman, Ranjeeta Kaur, Ashutosh Gowariker",Thriller,1989,,,
Ghar Ka Chiraag,Sikander Bharti,"Rajesh Khanna, Neelam Kothari, Chunky Pandey, Shafi Inamdar, Deepika Chikhalia",Drama,1989,,,
Goonj,Jalal Agha,"Kumar Gaurav, Juhi Chawla, Tinnu Anand",Crime,1989,,,
Guru,Umesh Mehra,"Mithun Chakraborty, Sridevi, Shakti Kapoor",Drama,1989,,,
Hero Hiralal,Ketan Mehta,"Naseeruddin Shah, Sanjana Kapoor, Saeed Jaffrey, Satish Shah, Deepa Sahi","Action, Comedy, Drama",1989,,,
Hisaab Khoon Ka,Surendra Mohan,"Mithun Chakraborty, Raj Babbar, Mandakini, Poonam Dhillon, Satish Shah, Saeed Jaffrey, Amrish Puri","Action, Drama",1989,,,
Hum Bhi Insaan Hain,Manivannan,"Sanjay Dutt, Jackie Shroff, Raj Babbar, Jayaprada, Neelam Kothari, Sonam, Kader Khan","Action, Drama",1989,,,
Ilaaka,Aziz Sejawal,"Dharmendra, Mithun Chakraborty, Sanjay Dutt, Madhuri Dixit, Amrita Singh",Action,1989,,,
Hum Intezaar Karenge,Prabhat Roy,"Mithun Chakraborty, Padmini Kolhapure, Vinod Mehra, Jagdeep, Shakti Kapoor, Shafi Inamdar",Drama,1989,,,
Jaadugar,Prakash Mehra,"Amitabh Bachchan, Jaya Prada, Aditya Pancholi, Amrita Singh",Drama,1989,,,
Jaaydaad,,"Raj Babbar, Madhavi, Shashi Kapoor",,1989,,,
Jaisi Karni Waisi Bharnii,Vimal Kumar,"Govinda, Kimi Katkar, Asrani, Kader Khan, Shakti Kapoor",Drama,1989,,,
Jawani Ke Gunah,,,,1989,,,
Jism Ka Rishta,,,,1989,,,
Joshilaay,Sibte Hassan Rizvi,"Anil Kapoor, Sunny Deol, Meenakshi Seshadri, Sridevi, Kulbhushan Kharbanda",Action,1989,,,
Jungbaaz,Mehul Kumar,"Govinda, Raaj Kumar, Danny Denzongpa, Mandakini, Prem Chopra",Action,1989,,,
Kahan Hai Kanoon,Deepak Balraj Vij,"Aditya Pancholi, Mandakini, Kimi Katkar",Action,1989,,,
Kaala Bazaar,Rakesh Roshan,"Anil Kapoor, Jackie Shroff, Farha Naaz, Kimi Katkar",Action,1989,,,
Kanoon Apna Apna,B. Gopal,"Dilip Kumar, Nutan Behl, Sanjay Dutt, Madhuri Dixit, Kader Khan, Anupam Kher",Action,1989,,,
Khayal Gatha,Kumar Shahani,"Rajat Kapoor, Poonam Dhillon",Drama,1989,,,
Ladaai,Deepak Shivdasani,"Mithun Chakraborty, Rekha, Dimple Kapadia, Mandakini, Aditya Pancholi, Gulshan Grover, Satish Shah, Shakti Kapoor","Drama, Action",1989,,,
Ladki,,,,1989,,,
Lal Dupatta Malmal Ka,Ravinder Peepat,"Sahil Chaddha, Veverly",Drama,1989,,,
Lashkar,Jagdish Kadar,"Dev Anand, Aditya Pancholi, Sonam, Hemant Birje, Madhavi, Sumeet Saigal, Jaaved Jaffrey, Kiran Kumar",Drama,1989,,,
Love Love Love,Babbar Subhash,"Aamir Khan, Juhi Chawla, Gulshan Grover, Dalip Tahil, Raza Murad","Romance, Drama",1989,,,
Mahaadev,Raj N. Sippy,"Vinod Khanna, Raj Babbar, Meenakshi Seshadri, Sonu Walia, Shakti Kapoor, Anupam Kher",Drama,1989,,,
Mahal,,"Huma Khan, Suresh Oberoi, Sadashiv Amrapurkar",Horror,1989,,,
Main Azaad Hoon,Tinnu Anand,"Amitabh Bachchan, Shabana Azmi",Drama,1989,,,
Main Tera Dushman,Vijay Reddy,"Jackie Shroff, Jaya Prada, Sunny Deol, Sridevi, Anupam Kher","Drama, Action",1989,,,
Main Tere Liye,Vijay Anand,"Rajendra Kumar, Asha Parekh, Suneil Anand, Meenakshi Seshadri",Drama,1989,,,
Maine Pyar Kiya,Sooraj R. Barjatya,"Salman Khan, Bhagyashree Patwardhan, Laxmikant Berde, Mohnish Behl","Romantic, Drama",1989,,,
Mujrim,Umesh Mehra,"Mithun Chakraborty, Madhuri Dixit, Nutan, Shakti Kapoor, Gulshan Grover",Action,1989,,,
Nigahen: Nagina Part II,Harmesh Malhotra,"Sridevi, Sunny Deol, Anupam Kher, Gulshan Grover",Action,1989,,,
Parinda,Vidhu Vinod Chopra,"Jackie Shroff, Anil Kapoor, Nana Patekar, Madhuri Dixit, Anupam Kher","Action, Crime",1989,,,
Parayaa Ghar,Kalpataru,"Rishi Kapoor, Jaya Prada, Raj Babbar, Aruna Irani, Madhavi, Sachin Pilgaonkar, Tanuja, Kader Khan",Drama,1989,,,
Prem Pratigyaa,Bapu,"Mithin Chakraborty, Madhuri Dixit, Satish Kaushik, Vinod Mehra","Romantic, Action",1989,,,
Purani Haveli,"Shyam Ramsay, Tulsi Ramsay","Deepak Parashar, Amita Nangia, Neelam Mehra, Vijay Arora, Satish Shah",Horror,1989,,,
Raakh,Aditya Bhattacharya,"Aamir Khan, Supriya Pathak, Pankaj Kapur",Action,1989,,,
Raasta,,,,1989,,,
Rakhwala,K. Muralimohana Rao,"Anil Kapoor, Farha Naaz, Suresh Oberoi, Prem Chopra, Shakti Kapoor, Asrani",Action,1989,,,
Ram Lakhan,Subhash Ghai,"Anil Kapoor, Jackie Shroff, Dimple Kapadia, Madhuri Dixit, Amrish Puri, Rakhee Gulzar, Gulshan Grover","Romance, Action, Comedy",1989,,,
Sachché Ká Bol-Bálá,Dev Anand,"Dev Anand, Jackie Shroff, Meenakshi Seshadri, Prem Chopra, Hema Malini",Suspense,1989,,,
Sachai Ki Taqat,T. Rama Rao,"Dharmendra, Govinda, Amrita Singh, Sonam, Anupam Kher, Shakti Kapoor",Action,1989,,,
Santosh,,,,1989,,,
Shanakht,,,,1989,,,
Shehzaade,Raj N. Sippy,"Shatrughan Sinha, Kimi Katkar, Dimple Kapadia, Dharmendra, Jayaprada",Action,1989,,,
Shukriya,A. C. Trilok Chandra,"Rajiv Kapoor, Amrita Singh, Pran, Beena Banerjee, Prem Chopra",,1989,,,
Sikka,K. Bapaiah,"Jackie Shroff, Dharmendra, Dimple Kapadia, Moushumi Chatterjee",Drama,1989,,,
Suryaa,Esmayeel Shroff,"Raaj Kumar, Vinod Khanna, Raj Babbar, Bhanupriya, Shakti Kapoor, Alok Nath, Amrish Puri.",Action,1989,,,
Tere Bina Kya Jeena,P.P. Ghosh,"Shekhar Suman, Moon Moon Sen, Satish Shah, Raj Kiran",Drama,1989,,,
Toofan,Ketan Desai,"Amitabh Bachchan, Meenakshi Seshadri, Amrita Singh, Pran, Kamal Kapoor, Goga Kapoor",Action,1989,,,
Touhean,Madan Joshi,"Dimple Kapadia, Raj Babbar, Padmini Kolhapure",Drama,1989,,,
Tridev,Rajiv Rai,"Naseeruddin Shah, Jackie Shroff, Sunny Deol, Madhuri Dixit, Sangeeta Bijlani, Sonam, Raza Murad, Anupam Kher, Amrish Puri","Action, Thriller",1989,,,
Tujhe Nahin Chhodunga,Iqbal Khan,"Zeenat Aman, Akbar Khan, Shekhar Suman, Swapna, Suresh Oberoi, Shafi Inamdar, Amrish Puri",Action,1989,,,
Ustaad,,"Kimi Katkar, Vinod Khanna, Chunky Pandey",Action,1989,,,
Vardi,Umesh Mehra,"Sunny Deol, Jackie Shroff, Kimi Katkar, Madhuri Dixit",Action,1989,,,
Vicky Dada (Telugu) / Meri Duniya (Hindi),A. Kodandarami Reddy,"Akkineni Nagarjuna, Juhi Chawla, Radha",Action,1989,,,
Zaher,,,,1989,,,
Zakham,Irfaan Khan,"Shatrughan Sinha, Chunky Pandey, Madhavi, Neelam Kothari",Action,1989,,,
"Aadhi Haqeeqat, Aadha Fasana",Dilip Ghosh,,,1990,,,
Aaj Ka Arjun,K.C. Bokadia,"Amitabh Bachchan, Jayapradha","Action, Drama",1990,,,
Aag Ka Dariya,S.V. Rajendra Singh,"Dilip Kumar, Rekha, Padmini Kolhapure, Amrita Singh",Drama,1990,,,
Aag Ka Gola,David Dhawan,"Sunny Deol, Dimple Kapadia, Archana Puran Singh",Action,1990,,,
Aaj Ke Shahenshah,Shibu Mitra,"Raj Babbar, Jeetendra, Kimi Katkar",,1990,,,
Aandhiyan,David Dhawan,"Shatrughan Sinha, Mumtaz, Prosenjit Chatterjee",,1990,,,
Aashiqui,Mahesh Bhatt,"Rahul Roy, Anu Agarwal, Tom Alter","Romance, Drama",1990,,,
Abu Kaliya,C.K. Kader,,,1990,,,
Agneekaal,,"Sadashiv Amrapurkar, Tinnu Anand, Raj Babbar","Action, Crime, Drama",1990,,,
Agneepath,Mukul S. Anand,"Amitabh Bachchan, Mithun Chakraborty, Madhavi, Neelam Kothari, Danny Denzongpa, Biswa Roy",Action,1990,,,
Amba,Mohan Kumar,"Shabana Azmi, Anil Kapoor, Meenakshi Sheshadri",Family,1990,,,
Amiri Garibi,Harmesh Malhotra,"Jeetendra, Rekha, Rishi Kapoor",Family,1990,,,
Amavas Ki Raat,Mohan Bhakri,"Kunika, Kiran Kumar, Javed Khan",Horror,1990,,,
Andher Gardi,Ashok Tyagi,Kimi Katkar,,1990,,,
Apmaan Ki Aag,Talukdaars,"Adil Amaan, Rakesh Bedi, Dasharat","Action, Comedy, Crime",1990,,,
Atishbaz,Mukhtar Ahmed[disambiguation needed],"Tom Alter, Renu Arya, Prem Chopra",,1990,,,
Aulad Ki Khatir,Kanwar Jagdish,"Nutan, Shreepradha",,1990,,,
Awaargi,Mahesh Bhatt,"Anil Kapoor, Govinda, Paresh Rawal, Meenakshi Sheshadri",Drama,1990,,,
Awaaz De Kahan Hai,Sibte Hassan Rizvi,"Bindu, Annu Kapoor, Satyendra Kapoor",,1990,,,
Awaragardi,Swaroop Kumar,"Kimi Katkar, Raza Murad, Aditya Pancholi",,1990,,,
Awwal Number,Dev Anand,"Dev Anand, Aamir Khan, Ekta Sohini",Action,1990,,,
Awaaz De Kahan Hai,Sibte Hasan Rizvi,"Bindu, Avinash Wadhawan, Shikha Swaroop",,1990,,,
Azaad Desh Ke Gulam,S.A. Chandrashekhar,"Vikas Anand, Rakesh Bedi, Suresh Bhagwat, Pran","Action, Family",1990,,,
Baaghi: A Rebel for Love,Deepak Shivdasani,"Salman Khan, Naghma, Shakti Kapoor","Action, Romance",1990,,,
Baap Numbri Beta Dus Numbri,,"Kader Khan, Shakti Kapoor, Jackie Shroff, Farah, Aditya Pancholi, Sabeeha","Action, Crime, Comedy",1990,,,
Bad-Naam,Anand Girdhar,"Sadashiv Amrapurkar, Verma Malik",,1990,,,
Bagh Bahadur,Budhadeo Das Gupta,"Pawan Malhotra, Archana Puran Singh",,1990,,,
Bahaar Aane Tak,Tariq Shah,"Roopali Ganguly, Ram Mohan, Navin Nischol",Family,1990,,,
Bandh Darwaza,"Shyam Ramsay, Tulsi Ramsay","Hashmat Khan, Manjeet Kular, Kunika","Action, Crime, Horror",1990,,,
Chingariyan,,Danny Denzongpa,,1990,,,
Chor Pe Mor,Kapil Kapoor,"Naseeruddin Shah, Karan Shah, Neelam Kothari",,1990,,,
C.I.D.,Ajay Goel,"Vinod Khanna, Amrita Singh, Suresh Oberoi",,1990,,,
College Girl,,"Amita Nangia, Pankaj Berry, Veerendra Singh",,1990,,,
Deewana Mujh Sa Nahin,Y. Nageshwar Rao,"Aamir Khan, Madhuri Dixit",Romance,1990,,,
Dil,Indra Kumar,"Aamir Khan, Madhuri Dixit, Anupam Kher, Saeed Jaffrey","Comedy, Drama, Romance",1990,,,
Din Dahade,Yash Chauhan,,,1990,,,
Disha,Sai Paranjape,"Shabana Azmi, Nana Patekar, Raghuvir Yadav","Comedy, Drama, Musical",1990,,,
Doodh Ka Karz,Ashok Gaikwad,"Jackie Shroff, Neelam Kothari, Prem Chopra","Action, Crime, Romance, Thriller",1990,,,
Drishti,Govind Nihalani,"Dimple Kapadia, Shekhar Kapur, Mita Vasisht",Drama,1990,,,
Dushman,Shakti Samanta,"Mithun Chakraborty, Mandakini, Sadashiv Amrapurkar",,1990,,,
Ek Din Achanak,Mrinal Sen,"Shabana Azmi, Dr. Shreeram Lagoo",,1990,,,
Ek Doctor Ki Maut,,,Drama,1990,,,
Ek Number Ka Chor,Tajdar Amrohi,"Shagufta Ali, Rita Bhaduri, Aatish Devgan","Action, Crime, Drama",1990,,,
Ghar Ho To Aisa,Kalpataru,"Anil Kapoor, Meenakshi Sheshadri, Raj Kiran",Family,1990,,,
Ghar Ki Laxmi,,Shilpa Shirodkar,,1990,,,
Ghayal,Rajkumar Santoshi,"Sunny Deol, Meenakshi Seshadri, Raj Babbar, Moushumi Chatterjee, Amrish Puri","Action, Thriller",1990,,,
Gunahon Ka Devta,Kawal Sharma,"Sangeeta Bijlani, Mithun Chakraborty, Chandrashekhar",Action,1990,,,
Haar Jeet,Avtar Bhogal,"Kabir Bedi, Shafi Inamdar, Puneet Issar",,1990,,,
Hatim Tai,Babubhai Mistry,"Jeetendra, Sangeeta Bijlani, Sonu Walia",Fantasy,1990,,,
Hamari Shaadi,Basu Chatterjee,Akhil Mishra,,1990,,,
Haque,Harish Bhonsle,"Aasif Shaikh, Anupam Kher",,1990,,,
Hum Se Na Takrana,Dipak Bahry,"Shatrughan Sinha, Mithun Chakraborty, Leena Das","Action, Crime, Drama, Horror",1990,,,
Izzatdaar,K. Bapaiah,"Dilip Kumar, Govinda, Madhuri Dixit, Raghuvaran","Drama, Thriller",1990,,,
Jaan-E-Wafa,Rukun,"Farooq Shaikh, Rati Agnihotri, Pradeep Khayyam",,1990,,,
Jagira,,Danny Denzongpa,,1990,,,
Jai Shiv Shankar,S.A. Chandrashekhar,"Rajesh Khanna, Jeetendra, Dimple Kapadia",,1990,,,
Jamai Raja,A. Kodandarami Reddy,"Anil Kapoor, Madhuri Dixit, Hema Malini, Shakti Kapoor",Drama,1990,,,
Jawani Zindabad,Arun Bhatt,"Aamir Khan, Farha Naaz, Kader Khan",Drama,1990,,,
Jeene Do,,"Sanjay Dutt, Jackie Shroff, Farha Naaz",Action,1990,,,
Jeevan Ek Sanghursh,Rahul Rawail,"Rakhee Gulzar, Anil Kapoor, Madhuri Dixit",,1990,,,
Jungle Love,V. Menon,Satish Shah,,1990,,,
Jurm,Mahesh Bhatt,"Vinod Khanna, Meenakshi Sheshadri, Sangeeta Bijlani",,1990,,,
Kaafalia,Sudhanshu Hakku,"Sadashiv Amrapurkar, Joy Augustine, Juhi Chawla","Drama, Thriller",1990,,,
Kaarnama,Ranjeet,"Vinod Khanna, Satyendra Kapoor, Kimi Katkar",,1990,,,
Kafan,Dhirendra Bohra,"Tina Ghai, Jamuna, Huma Khan",Horror,1990,,,
Kali Ganga,Raj N. Sippy,"Dimple Kapadia, Govinda, Suresh Oberoi",Action,1990,,,
Kanoon Ki Zanjeer,P. Lakshman,,,1990,,,
Karishma Kali Kaa,Ashok Punjabi,"Urmila Bhatt, Anil Dhawan, C.S. Dubey",,1990,,,
Kasba,Kumar Sahani,"Shaturghan Sinha, Mita Vashishth",,1990,,,
Kasam Dhande Ki,T. Gautam Bhatia,"Master Bhagwan, Suresh Bhai, Birbal","Action, Crime, Drama, Comedy",1990,,,
Khatarnaak,,"Sanjay Dutt, Anita Raj, Farha Naaz","Action, Crime, Drama",1990,,,
Kishen Kanhaiya,Rakesh Roshan,"Anil Kapoor, Madhuri Dixit, Shilpa Shirodkar, Amrish Puri","Drama, Sentiment",1990,,,
Krodh,Shashilal K. Nair,"Sanjay Dutt, Sonam, Amrita Singh",,1990,,,
Maha Sangram,Mukul Anand,"Madhuri Dixit, Govinda, Aditya Pancholi",,1990,,,
Mera Pati Sirf Mera Hai,Manobala,"Jeetendra, Rekha, Radhika",,1990,,,
Meri Lalkaar,Yash Chauhan,"Sumeet Saigal, Shreepradha, Gulshan Grover",,1990,,,
Muquaddar Ka Badshah,T. Rama Rao,"Vinod Khanna, Asrani, Amrish Puri",,1990,,,
Naka-Bandi,Shibu Mitra,"Dharmendra, Chunky Pandey, Sonam, Sridevi",,1990,,,
Nyay Anyay,Lawrence D'Souza,"Jeetendra, Jaya Prada, Sumeet Saigal",,1990,,,
"Pati, Patni Aur Tawaif",Raj Kumar Kohli,"Mithun Chakraborty, Farha, Salma Agha, Amjad Khan",,1990,,,
Police Public,Esmayeel Shroff,"Vijay Aidasani, Jayshree Arora, Ila Arun","Action, Crime, Drama",1990,,,
Pratibandh,Ravi Raja Pinisetty,"Chiranjeevi, Juhi Chawla, Rami Reddy",Action,1990,,,
Pyar Ka Karz,K. Bapaiah,"Dharmendra, Mithun Chakraborty, Meenakshi Seshadri, Sonam",,1990,,,
Pyaar Ka Toofan,S.M. Iqbal,"Aditya Pancholi, Vijayata Pandit, Jamuna[disambiguation needed], Pran",,1990,,,
Pyar Ke Naam Qurbaan,B. Subhash,"Mithun Chakraborty, Dimple Kapadia, Mandakini","Action, Crime, Drama, Romance",1990,,,
Pyasi Nigahen,,"Birbal, Sahila Chaddha, Ajinkya Deo",Thriller,1990,,,
Qatil Jawani,,"Babloo, Hari, Harish Kumar","Crime, Drama, Thriller",1990,,,
Qayamat Ki Raat,Harvey-Pappu,,,1990,,,
Raeeszada,Bharat Kapoor,"Govinda, Shashi Kapoor, Asha Parekh",,1990,,,
Roti Kee Keemat,Ramesh Ahuja,"Sadashiv Amrapurkar, Rana Jung Bahadur, Mithun Chakraborty, Pran","Action, Crime, Drama",1990,,,
Sailaab,Deepak Balraj,"Aditya Pancholi, Madhuri Dixit, Shafi Inamdar","Action, Romance",1990,,,
Sapne Huye Sakaar,Prema Karanth,,,1990,,,
Shadyantra,Rajan Johri,"Ishrat Ali, Raj Babbar, Urmila Bhatt","Action, Crime, Drama",1990,,,
Shaitani Ilaaka,Kiran Ramsay,"Sunil Dhawan, Shehnaz Kudia, Neelam Mehra",Horror,1990,,,
Shandaar,,"Mithun Chakraborty, Meenakshi Seshadri, Juhi Chawla, Danny Denzongpa",,1990,,,
Shararat,,"Rakesh Roshan, Shubha",,1990,,,
Sher Dil,Jagdish Sidana,"Dharmendra, Gulshan Grover, Rohini Hattangadi","Action, Crime, Drama",1990,,,
Shera Shamshera,S.R. Pratap,,,1990,,,
Sheshnaag,K.R. Reddy,"Jeetendra, Rekha, Rishi Kapoor",,1990,,,
Shiva,Ram Gopal Verma,"Nagarjuna, Amala, Raghuvaran","Action, Drama",1990,,,
Sun Sajna,,,,1990,,,
Swarg,David Dhawan,"Rajesh Khanna, Govinda, Juhi Chawla",Drama,1990,,,
Tadap,,"Chunky Pandey, Meenakshi Seshadri, Nana Patekar",,1990,,,
Taqdeer Ka Tamasha,Anand Gaekwad,"Sadashiv Amrapurkar, Moushumi Chatterjee, Suresh Chatwal, Kimi Katkar, Jeetendra, Govinda","Action, Crime, Drama",1990,,,
Tejaa,Ramnesh Puri,"Sanjay Dutt, Kimi Katkar, Sonu Walia",Action,1990,,,
Teri Talash Mein,,"Amala, Rana Jung Bahadur, Rita Bhaduri","Crime, Drama, Romance, Thriller",1990,,,
Thanedaar,Raj Sippy,"Jeetendra, Sanjay Dutt, Jayapradha, Madhuri Dixit","Action, Crime, Drama",1990,,,
Thodasa Roomani Ho Jaayen,Amol Palekar,"Anita Kanwar, Nana Patekar, Riju Bajaj","Drama, Musical",1990,,,
Tum Mere Ho,Tahir Hussain,"Aamir Khan, Juhi Chawla",Romance,1990,,,
Veeru Dada,K.R. Reddy,"Dharmendra, Amrita Singh, Aditya Pancholi","Action, Drama, Adventure",1990,,,
Wafaa,S. M. Abbas,"Farooque Shaikh, Vijayeta Pandit",,1990,,,
Zahreelay,Jyotin Goel,"Jeetendra, Sanjay Dutt, Chunky Pandey",Action,1990,,,
Zakhmi Zameen,Mahendra Shah,"Ishrat Ali, Jaya Prada, Adiya Pancholi, Paresh Rawal",Drama,1990,,,
Zimmedaaar,Santosh Kumar Chauhan,"Rajiv Kapoor, Anita Raj, Kimi Katkar",,1990,,,
100 Days,Partho Ghosh,"Jackie Shroff, Madhuri Dixit, Moon Moon Sen, Javed Jaffrey",Thriller,1991,,,
Aag Laga Do Sawan Ko,Anup Malik,Harish Patel,,1991,,,
Aaj Ka Samson,Kuku Kapoor,"Hemant Birje, Sahil Chaddha, Goga Kapoor","Action, Romance",1991,,,
Aakhri Cheekh,Kiran Ramsay,"Vijay Arora, Anil Dhawan, Vijayendra Ghatge",Horror,1991,,,
Afsana Pyar Ka,Shahjahan,"Aamir Khan, Neelam Kothari",Romance,1991,,,
Ajooba,Shashi Kapoor,"Amitabh Bachchan, Rishi Kapoor, Dimple Kapadia, Sonam, Shammi Kapoor, Amrish Puri, Saeed Jaffrey, Dara Singh, Dalip Tahil, Sushma Seth, Tinnu Anand, Narendra Nath",Fantasy Adventure,1991,,,
Akayla,Ramesh Sippy,"Amitabh Bachchan, Jackie Shroff, Meenakshi Seshadri, Amrita Singh, Aditya Pancholi, Kanwaljit Singh, Keith Stevenson, Mahesh Anand, Shashi Kapoor, Helen",Drama,1991,,,
Antarnaad,Shyam Benegal,"Girish Karnad, Kulbhushan Kharbanda, Shabana Azmi",Drama,1991,,,
Ayee Milan Ki Raat,K. Pappu,"Rita Bhaduri, Aruna Irani, Kulbhushan Kharbanda, Avinash Wadhawan, Shaheen",Romance,1991,,,
Baarish,Narendra Grewal,"Rahul Roy, Sheeba",,1991,,,
Baat Hai Pyaar Ki,,Archana Joglekar,,1991,,,
Badnaam Rishte,Keyan,"Pratap Chandra, Uma Maheshwari, Nalinikanth","Action, Drama, Thriller",1991,,,
Banjaran,Harmesh Malhotra,"Rishi Kapoor, Sridevi",,1991,,,
Begunaah,,"Rajesh Khanna, Ashok Kumar, Farha Naaz","Action, Crime, Drama",1991,,,
Benaam Badsha,K. Ravi Shankar,"Anil Kapoor, Juhi Chawla, Rohini Hattangadi",Romance,1991,,,
Bhabhi,Kishore Vyas,"Bhanupriya, Govinda, Juhi Chawla","Comedy, Drama, Family",1991,,,
Bhediyon Ka Samooh,M.K. Shankar,"P.L. Ahuja, Praful Ambekar, Brahmachari","Action, Crime, Drama",1991,,,
Dancer,Kishore Vyas,"Akshay Kumar, Krithi Singh, Mohnish Behl",Romance,1991,,,
Deshwasi,Rajiv Goswami,"Manoj Kumar, Poonam Dhillon, Mandakini, Hema Malini","Action, Drama, Romance",1991,,,
Maut Ki Sazaa,Devendra Khandelwal,"Ashok Kumar, Anita Raj, Alok Nath",Crime,1991,,,
Dharam Sankat,N.D. Kothari,"Vinod Khanna, Amrita Singh, Sahila Chaddha","Action, Drama, Family",1991,,,
Diksha,Arun Kaul,"Sulabha Arya, Vijay Kashyap, Nana Patekar",Drama,1991,,,
Dil Hai Ke Manta Nahin,Mahesh Bhatt,"Aamir Khan, Pooja Bhatt",Romance,1991,,,
Do Matwale,Ajay Kashyap,"Sanjay Dutt, Sonam, Gulshan Grover",Action,1991,,,
Dushman Devta,Anil Ganguly,"Dharmendra, Dimple Kapadia, Gulshan Grover",Action,1991,,,
Ek Ghar,Girish Kasaravalli,"Chanda, Rohini Hattangadi, Deepti Naval",,1991,,,
Ek Saas Zindagi,Basu Bhattacharya,,,1991,,,
Farishtay,Anil Sharma,"Dharmendra, Vinod Khanna, Jayapradha, Sri Devi, Rajnikant, Tom Alter",Action,1991,,,
Fateh,Talat Jani,"Shabana Azmi, Sanjay Dutt, Sonam",Action,1991,,,
First Love Letter,Shiva,"Arvind Singh, Manisha Koirala, Gulshan Grover, Vivek Mushran",Romance,1991,,,
Ganga Jamuna Ki Lalkaar,Kanti Shah,"Shagufta Ali, Charan Dev, Goga Kapoor",Action,1991,,,
Ghar Parivar,,"Rajesh Khanna, Rishi Kapoor, Raj Kiran, Moushumi Chatterjee, Meenakshi Sheshadri",Drama,1991,,,
Great Target,,"Ashima Bhalla, Nirmal Pandey",Action,1991,,,
Gunehgar Kaun,Ashok Gaikwad,"Raj Babbar, Mohsin Khan, Sujata Mehta",Action,1991,,,
Hafta Bandh,Deepak Balraj Vij,"Jackie Shroff, Ekta Sohini",,1991,,,
Henna,Randhir Kapoor,"Rishi Kapoor, Zeba Bakhtiar, Ashwini Bhave, Saeed Jaffrey","Romance, Drama",1991,,,
House No. 13,Baby,"Salim Fateh, Leena Nair, Baby Vijaya",Horror,1991,,,
Hum,Mukul S. Anand,"Amitabh Bachchan, Rajinikanth, Govinda, Shilpa Shirodkar, Kimi Katkar, Danny Denzongpa, Kader Khan, Anupam Kher","Action, Drama",1991,,,
